,Descargá este archivo para editar haciendo click en Archivo/Descargar/Descargar como Excel,Lista de Precios,,,,Coef.costo,"0,63000",,Bonficacion General,"30,00 %"
,,,,,,Aumento,,,Descuento de Caja,"10,00 %"
,,Cotizador General,,,,Margen,,,IVA,
,,,,,,Coef./vta,"1,00000",,Descuento Extra,
,,1 de abril de 2026,,,,COTIZADOR,,,Total,"0,00"
Cód.,Rubro,Detalle Patron,Detalle Artículo,Precio,,Dto Extra,Costo,Venta,Cant.,SubTotal
0446.01.20.0A-R,A06 FV,ROCIADORES FV,PARA 446.01/87,"306813,5",,,"193292,51","193.292,51",,"0,00"
0103/17.23C-D,A06 FV,ROSETA FV,PED.ESP.REPUESTO P/ROSETA,"2726,68",,,"1717,81","1.717,81",,"0,00"
0452-13,A06 FV,ROSETA FV,P/ CANILLA 13MM,"1459,44",,,"919,45","919,45",,"0,00"
0452-19,A06 FV,ROSETA FV,P/ CANILLA 19MM,"1459,44",,,"919,45","919,45",,"0,00"
0103/15.16-D,A06 FV,ROSETAS FV,P/PICO BAN Y LAV.STD 15 ANTIG,"2375,53",,,"1496,58","1.496,58",,"0,00"
0103/17.18.0-D-,A06 FV,ROSETAS FV,PARA PICO BANERA L.17,"9882,26",,,"6225,82","6.225,82",,"0,00"
0103/20.18A-D-C,A06 FV,ROSETAS FV,P/PICO BANERA L.62 CROMO,"4640,22",,,"2923,34","2.923,34",,"0,00"
0103/20.18A-D-O,A06 FV,ROSETAS FV,P/PICO BANERA L.62 ORO,"10146,74",,,"6392,45","6.392,45",,"0,00"
0103/28.13.0DCR,A06 FV,ROSETAS FV,ROSETA C/BUJE PARA JUEGOS EMBU,"11410,23",,,"7188,44","7.188,44",,"0,00"
0103/28.16-D-CR,A06 FV,ROSETAS FV,P/PICO SALIDA BANERA L.28,"38100,01",,,"24003,01","24.003,01",,"0,00"
0103/39.13-D-CR,A06 FV,ROSETAS FV,P/ L.39 DUCHA LAVAT BIDE,"4774,84",,,"3008,15","3.008,15",,"0,00"
0103/42.18-D-CR,A06 FV,ROSETAS FV,P/PICO BAN L.57-72 ART 0104 CR,"9882,26",,,"6225,82","6.225,82",,"0,00"
0103/42.18-D-OR,A06 FV,ROSETAS FV,P/PICO BAN L.57-72 ART 0104 OR,"22791,48",,,"14358,63","14.358,63",,"0,00"
0103/59.13.0-D-,A06 FV,ROSETAS FV,C/ORING P CAMP J.EMB. L.59-59L,"30620,21",,,"19290,73","19.290,73",,"0,00"
0103/59.18.0-D-,A06 FV,ROSETAS FV,C/ORING P/PICO J.EMB. L.59-59L,"28556,67",,,"17990,70","17.990,70",,"0,00"
0103/85.13A.0-D,A06 FV,ROSETAS FV,C/ORING P CAMP J.EMB. L.85-85L,"52435,62",,,"33034,44","33.034,44",,"0,00"
0103/85.16.0-D-,A06 FV,ROSETAS FV,C/ORING P/PICO J.EMB. L.85-85L,"50776,96",,,"31989,48","31.989,48",,"0,00"
0103/87.13.0-D-,A06 FV,ROSETAS FV,C/ORING P CAMP J.EMB. L.87-88L,"30262,31",,,"19065,26","19.065,26",,"0,00"
0103/87.16.0-D-,A06 FV,ROSETAS FV,C/ORING Y P.ROSETA J.EMB 87-88,"36903,27",,,"23249,06","23.249,06",,"0,00"
0103/87.18.0-D-,A06 FV,ROSETAS FV,C/ORING P/ PICOS J.EMB L.87-89,"25060,92",,,"15788,38","15.788,38",,"0,00"
0103/B4.16-D-CR,A06 FV,ROSETAS FV,P/VOLANTE TRANSF L.B4,"9705,9",,,"6114,72","6.114,72",,"0,00"
0103/N2.13.0DCR,A06 FV,ROSETAS FV,REPUESTO ROSETA,"4241,02",,,"2671,84","2.671,84",,"0,00"
0103/N2.16-D-CR,A06 FV,ROSETAS FV,PARA PICO SALIDA CIPRES,"5880,25",,,"3704,56","3.704,56",,"0,00"
0103R/85.18A-D-,A06 FV,ROSETAS FV,PORTAROSETA L 85 Y 85L,"32845,85",,,"20692,89","20.692,89",,"0,00"
0115/85.13.0-D-,A06 FV,ROSETAS FV,PARA PICO BANERA DIVERTER,"63415,91",,,"39952,02","39.952,02",,"0,00"
0120/39.13A.0-D,A06 FV,ROSETAS FV,ARMADA C/ORING BR DUCHA 140/C3,"8503,39",,,"5357,14","5.357,14",,"0,00"
0120/39.13-D-CR,A06 FV,ROSETAS FV,PLASTICA PARA DUCHA L.39,"6745,49",,,"4249,66","4.249,66",,"0,00"
0120/57.6.0-D-C,A06 FV,ROSETAS FV,C/ORING P/BRAZO DUCHA 0120/57,"9752,92",,,"6144,34","6.144,34",,"0,00"
0120/59.13.0-D-,A06 FV,ROSETAS FV,C/ORING P/BRAZO DUCHA 0120/59,"29735,46",,,"18733,34","18.733,34",,"0,00"
0120/83.6.0-D-C,A06 FV,ROSETAS FV,C/ORING P/BRAZO DUCHA 0120/83,"43297,69",,,"27277,54","27.277,54",,"0,00"
0120/85.13.0-D-,A06 FV,ROSETAS FV,C/ORING P/BRAZO DUCHA 0120/85,"48627,36",,,"30635,24","30.635,24",,"0,00"
0143.1C-D-CR,A06 FV,ROSETAS FV,P/BRAZO LLUVIA L.FV 24-27,"3729,07",,,"2349,31","2.349,31",,"0,00"
0181/87.15-D-CR,A06 FV,ROSETAS FV,BASE P/JUEGO 0181/87,"23911,16",,,"15064,03","15.064,03",,"0,00"
0201/39.13.0-D-,A06 FV,ROSETAS FV,PARA PICO LAVATORIO L 39,"23878,95",,,"15043,74","15.043,74",,"0,00"
0203/39.13-D-CR,A06 FV,ROSETAS FV,PARA PICO LAV. PARED L.39,"25981,57",,,"16368,39","16.368,39",,"0,00"
0203/46.13.0-R-,A06 FV,ROSETAS FV,C/BUJE SOP. PICO LAV. PARED,"34777,42",,,"21909,77","21.909,77",,"0,00"
0203/59.13.0-D-,A06 FV,ROSETAS FV,P/PICO LAV.PA. C/ORING L59-59L,"35597,24",,,"22426,26","22.426,26",,"0,00"
0207/28.13.0-D-,A06 FV,ROSETAS FV,C/O'RING PICO LAVATORIO L.28,"38100,01",,,"24003,01","24.003,01",,"0,00"
0207/39.13.0-D-,A06 FV,ROSETAS FV,C/O'RING PICO LAVATORIO L.39,"23911,16",,,"15064,03","15.064,03",,"0,00"
0207/59.13-D-CR,A06 FV,ROSETAS FV,P/CAMPANA LAV. Y BIDE 59,"32055,57",,,"20195,01","20.195,01",,"0,00"
0207/C3.13-D-CR,A06 FV,ROSETAS FV,P/VOLANTE L.C3,"20653,49",,,"13011,70","13.011,70",,"0,00"
0213/85.15.0-D-,A06 FV,ROSETAS FV,P/ROCIADOR HIDRO. L.85 Y 85L.,"52664,19",,,"33178,44","33.178,44",,"0,00"
0295/N2.26.0-D,A06 FV,ROSETAS FV,REP.CONJ.PORTA ROSETA TRANF.BI,"19109,92",,,"12039,25","12.039,25",,"0,00"
0341.13-D-CR,A06 FV,ROSETAS FV,P/MEZCLADORA PARED 0341,"25845,38",,,"16282,59","16.282,59",,"0,00"
0362.7-D,A06 FV,ROSETAS FV,P/CANO CURVO CUBRE AGUJ. 0362,"17705,19",,,"11154,27","11.154,27",,"0,00"
0403/60.4-D,A06 FV,ROSETAS FV,P/ PICO PARED 0402-0403,"4336,69",,,"2732,11","2.732,11",,"0,00"
0406.19-D2-CR,A06 FV,ROSETAS FV,P/ART 0310-0311-0405-0406-0409,"17055,87",,,"10745,20","10.745,20",,"0,00"
0413/24.4A-D,A06 FV,ROSETAS FV,DE CHAPA P/J.COCINA 0413,"2890,21",,,"1820,83","1.820,83",,"0,00"
0413/24.4-D,A06 FV,ROSETAS FV,"DE CHAPA P/J.0103/24,27,B2,E2","847,28",,,"533,79","533,79",,"0,00"
0415.4B-D2,A06 FV,ROSETAS FV,DE CHAPA P/ ART. 415-416,"7385,83",,,"4653,07","4.653,07",,"0,00"
0545.6.0-D-CR,A06 FV,ROSETAS FV,BRAZO DUCHA P/0119 CR,"8473,29",,,"5338,17","5.338,17",,"0,00"
0545.6.0-D-OR,A06 FV,ROSETAS FV,BRAZO DUCHA P/0119 ORO,"12762,99",,,"8040,68","8.040,68",,"0,00"
0821.9A-B-CR,A06 FV,ROSETAS FV,P/LLAVE DE GAS C/INDICADOR AC,"11916,77",,,"7507,57","7.507,57",,"0,00"
0821.9A-D-CR,A06 FV,ROSETAS FV,P/LLAVE GAS 13-19MM CROMO,"9470,49",,,"5966,41","5.966,41",,"0,00"
0415.3-D,A06 FV,SELLADOR FV,CONICO DE GOMA PAR ART. 0416.,"1327,13",,,"836,09","836,09",,"0,00"
0339-CR,A06 FV,SOLUCIONES INTELIGENTES,DUCHA ANTIVANDALICA,"296600,72",,,"186858,45","186.858,45",,"0,00"
0340-CR,A06 FV,SOLUCIONES INTELIGENTES,PRESSMATIC DOSIFICADOR JABON,"618655,63",,,"389753,05","389.753,05",,"0,00"
0341-CR,A06 FV,SOLUCIONES INTELIGENTES,MEZCLADORA PARED ANTIVANDALICA,"482665,32",,,"304079,15","304.079,15",,"0,00"
0342-CR,A06 FV,SOLUCIONES INTELIGENTES,CANILLA PARED ANTIVANDALICA,"464653,61",,,"292731,77","292.731,77",,"0,00"
0343-CR,A06 FV,SOLUCIONES INTELIGENTES,DUCHA PARED ANTIVANDALICA,"710405,07",,,"447555,19","447.555,19",,"0,00"
0344-CR,A06 FV,SOLUCIONES INTELIGENTES,VAL. AUTO ANTIVANDALICA MINGIT,"382778,47",,,"241150,44","241.150,44",,"0,00"
0345-CR,A06 FV,SOLUCIONES INTELIGENTES,VAL. TECLA PARED ANTIVANDALICA,"1207841,14",,,"760939,92","760.939,92",,"0,00"
0347A-CR,A06 FV,SOLUCIONES INTELIGENTES,VAL. AUTOMATICA PEDAL P/PISO,"1087685,43",,,"685241,82","685.241,82",,"0,00"
0360.02-CR,A06 FV,SOLUCIONES INTELIGENTES,ECOMATIC VALV. P/PARED SUAVE,"164941,21",,,"103912,96","103.912,96",,"0,00"
0361.03A-CR,A06 FV,SOLUCIONES INTELIGENTES,PRESSMATIC CANILLA P/LAV. DISC,"383119,07",,,"241365,01","241.365,01",,"0,00"
0362.01-CR,A06 FV,SOLUCIONES INTELIGENTES,VALVULA P/ MINGITORIO ECOMATIC,"149174,8",,,"93980,12","93.980,12",,"0,00"
0363.02P-CR,A06 FV,SOLUCIONES INTELIGENTES,FVTRONIC JUEGO P/LAVATORIO,"423041,71",,,"266516,28","266.516,28",,"0,00"
0363.02T-CR,A06 FV,SOLUCIONES INTELIGENTES,FVTRONIC JUEGO P/LAV. C/TRANSF,"638314,13",,,"402137,90","402.137,90",,"0,00"
0363.04P-CR,A06 FV,SOLUCIONES INTELIGENTES,FVTRONIC P/LAVATORIO C/PORTAPI,"357191,78",,,"225030,82","225.030,82",,"0,00"
0363.04T-CR,A06 FV,SOLUCIONES INTELIGENTES,FVTRONIC P/LAVATORIO C/TRANSF,"572467,08",,,"360654,26","360.654,26",,"0,00"
0363.05P-CR,A06 FV,SOLUCIONES INTELIGENTES,FVTRONIC P/LAVATORIO C/PORTAPI,"400658,86",,,"252415,08","252.415,08",,"0,00"
0363.05T-CR,A06 FV,SOLUCIONES INTELIGENTES,FVTRONIC P/LAVATORIO C/TRANSF,"615925,51",,,"388033,07","388.033,07",,"0,00"
0363C.03-T-CR,A06 FV,SOLUCIONES INTELIGENTES,FVTRONIC P/LAV. PRESENCIA Y TR,"1511482,22",,,"952233,80","952.233,80",,"0,00"
0363C-T-CR,A06 FV,SOLUCIONES INTELIGENTES,FVTRONIC P/LAVATORIO PRESENCIA,"1360336,13",,,"857011,76","857.011,76",,"0,00"
0364-CR,A06 FV,SOLUCIONES INTELIGENTES,FVTRONIC JUEGO P/MINGITORIO,"813588,03",,,"512560,46","512.560,46",,"0,00"
0366.01-AI,A06 FV,SOLUCIONES INTELIGENTES,TAPA AC.INOX. P/VAL. 0366,"1172488,35",,,"738667,66","738.667,66",,"0,00"
0366.FVBASE,A06 FV,SOLUCIONES INTELIGENTES,VAL ELECTR. P/DESC INODORO EMB,"2601321,36",,,"1638832,46","1.638.832,46",,"0,00"
0372-CR,A06 FV,SOLUCIONES INTELIGENTES,ECOMATIC CANILLA P/ LAVATORIO,"141384,86",,,"89072,46","89.072,46",,"0,00"
0374.02-AI,A06 FV,SOLUCIONES INTELIGENTES,VAL ELECTR. P/DESC MINGITORIO,"1319506,17",,,"831288,89","831.288,89",,"0,00"
0375.02-AI,A06 FV,SOLUCIONES INTELIGENTES,VAL ELECTR. P/DESC LAVATORIO,"1259754,97",,,"793645,63","793.645,63",,"0,00"
0428-CR,A06 FV,SOLUCIONES INTELIGENTES,PICO P/VAL. 0345-47A ANTIVAND,"125167,48",,,"78855,51","78.855,51",,"0,00"
0112/15.15.0A-B,A06 FV,SOPORTES FV,MANUAL P/ART 0112/15 Y 0310 BL,"26075,54",,,"16427,59","16.427,59",,"0,00"
0112/15.15.0-D-,A06 FV,SOPORTES FV,MANUAL P/ART 0112/15 Y 0310 BL,"26075,54",,,"16427,59","16.427,59",,"0,00"
0160/28.3.0-D,A06 FV,SOPORTES FV,P/ACC. C/TARUGO Y TORN. L.39,"9191,25",,,"5790,49","5.790,49",,"0,00"
0160/46.3.0-D,A06 FV,SOPORTES FV,P/ACC. C/TARUGO Y TORN. L.46,"12869,12",,,"8107,55","8.107,55",,"0,00"
0160/57.2.0-D2,A06 FV,SOPORTES FV,P/ACC. C/TARUGO Y TORN. L.33,"9191,25",,,"5790,49","5.790,49",,"0,00"
0160/62.3.0-D,A06 FV,SOPORTES FV,P/ACC. C/TARUGO Y TORN. L.62,"9191,25",,,"5790,49","5.790,49",,"0,00"
0160/84.3.0-D,A06 FV,SOPORTES FV,P/ACC. C/TARUGO Y TORN. L.64,"9191,25",,,"5790,49","5.790,49",,"0,00"
0160/85.3.0-D,A06 FV,SOPORTES FV,P/ACC. C/TARUGO Y TORN. L.28,"9191,25",,,"5790,49","5.790,49",,"0,00"
0310/87.15.0-D-,A06 FV,SOPORTES FV,ORIENTABLE P/DUCHA  0310/39,"46802,41",,,"29485,52","29.485,52",,"0,00"
0310/93.15.0-B-,A06 FV,SOPORTES FV,COMPLETA P/JUEGO BANERA L.93,"63536,79",,,"40028,18","40.028,18",,"0,00"
0310/93.15.0-D-,A06 FV,SOPORTES FV,COMPLETA P/JUEGO BANERA L.93,"61893,44",,,"38992,87","38.992,87",,"0,00"
0310/B1.15.0-D-,A06 FV,SOPORTES FV,ORIENTABLE P/DUCHA  0310/B1,"24758,43",,,"15597,81","15.597,81",,"0,00"
0310/L6.15.0-D-,A06 FV,SOPORTES FV,DUCHA MANUAL 0312/B5,"33480,9",,,"21092,97","21.092,97",,"0,00"
0106/92.13.0-D-,A06 FV,TAPAS FV,COMPLETA P/L.92 ART 0106,"35780,42",,,"22541,66","22.541,66",,"0,00"
0106/B1.13.0-D-,A06 FV,TAPAS FV,COMPLETA P/ 0106/B1 Y C9,"37144,52",,,"23401,05","23.401,05",,"0,00"
0106/D8.13.0-D-,A06 FV,TAPAS FV,VISTA DUCHA PARED L. AROMO NG,"72997,26",,,"45988,27","45.988,27",,"0,00"
0108/39.13.0-D-,A06 FV,TAPAS FV,"COMPLETA P/ 0108/39, B1-D3","36342,11",,,"22895,53","22.895,53",,"0,00"
0108/92.13.0-D-,A06 FV,TAPAS FV,COMPLETA P/ L.92 ART 0108,"30364,71",,,"19129,77","19.129,77",,"0,00"
0108/B3.13.0-D-,A06 FV,TAPAS FV,COMPLETA P/ 0108/B3,"32284,16",,,"20339,02","20.339,02",,"0,00"
0120.03.2.1-D-B,A06 FV,TAPAS FV,LLUVIA P/DUCHA ART COMP. 0120,"2658,48",,,"1674,84","1.674,84",,"0,00"
0120.04.2.0-D,A06 FV,TAPAS FV,LLUVIA P/DUCHA ANTICALCAREA,"8982,2",,,"5658,79","5.658,79",,"0,00"
0120.2.1-D-CR,A06 FV,TAPAS FV,LLUVIA P/DUCHA 0120/49 CR,"4242,61",,,"2672,84","2.672,84",,"0,00"
0120.2.1-D-OR,A06 FV,TAPAS FV,LLUVIA P/DUCHA 0120/49 ORO,"4242,61",,,"2672,84","2.672,84",,"0,00"
0120/17.2.0-D,A06 FV,TAPAS FV,TAPA DE LLUVIA DUCHA 0120/17,"8982,2",,,"5658,79","5.658,79",,"0,00"
0120/57.2-D-CR,A06 FV,TAPAS FV,LLUVIA P/DUCHA 0120/57 CR,"17705,19",,,"11154,27","11.154,27",,"0,00"
0120/57.2-D-OR,A06 FV,TAPAS FV,LLUVIA P/DUCHA 0120/57 ORO,"17705,19",,,"11154,27","11.154,27",,"0,00"
0216/85.13.0-D-,A06 FV,TAPAS FV,PARA TERMOSTATO ART 0216-0218,"180079,88",,,"113450,32","113.450,32",,"0,00"
0251,A06 FV,TAPITAS FV,P/ SOPAPA LAVATORIO,"2069,29",,,"1303,65","1.303,65",,"0,00"
0358,A06 FV,TAPITAS FV,P/DESAGUE BANERA,"1783,8",,,"1123,79","1.123,79",,"0,00"
0251.01,A06 FV,TAPITAS FV,C/CADENA BOLITA CROMADA,"4309,09",,,"2714,73","2.714,73",,"0,00"
0251.03-B2-NC,A06 FV,TAPITAS FV,C/CADENA P/LAVATORIO -PAR,"9047,54",,,"5699,95","5.699,95",,"0,00"
0324/61-NC,A06 FV,TAPITAS FV,PILAR BIDET-TAPON NEGRO CADENA,"6343,15",,,"3996,18","3.996,18",,"0,00"
0181/87.19.0-D-,A06 FV,TAPONES FV,PARA MANIJA MONO L.87,"9238,76",,,"5820,42","5.820,42",,"0,00"
0189/93.19-D,A06 FV,TAPONES FV,PARA MANIJA MONO L.90 Y 93,"3937,07",,,"2480,35","2.480,35",,"0,00"
0251.05.0-D-CR,A06 FV,TAPONES FV,METALICO SOPAPA C/LLAVERO,"24925,78",,,"15703,24","15.703,24",,"0,00"
0406/92.19.R,A06 FV,TAPONES FV,P/MANIJA L.92,"1280,17",,,"806,51","806,51",,"0,00"
0216.FVBASE,A06 FV,TERMOSTATOS,UNIDAD TERMO PARA DUCHA,"571239,48",,,"359880,87","359.880,87",,"0,00"
0217.01-CR,A06 FV,TERMOSTATOS,VISTA P/ JUEGO DOMINIC,"286238,53",,,"180330,27","180.330,27",,"0,00"
0217.02-CR,A06 FV,TERMOSTATOS,VISTA P/ JUEGO CITY,"483245,61",,,"304444,73","304.444,73",,"0,00"
0219.FVBASE,A06 FV,TERMOSTATOS,UNIDAD TERMOSTATICA 3/4 DUCHA,"1102184,76",,,"694376,40","694.376,40",,"0,00"
0347.21.0-D,A06 FV,TOPES FV,VALVULA PEDAL ANTIVANDALICA,"10848,84",,,"6834,77","6.834,77",,"0,00"
0406.12-D,A06 FV,TOPES FV,PLAST. P/PICOS 0402 Y 0406,"4601,68",,,"2899,06","2.899,06",,"0,00"
0412/96.16-D2,A06 FV,TOPES FV,PLAST. DE RESORTE X2,"2876,01",,,"1811,89","1.811,89",,"0,00"
0100.23.1B-D20,A06 FV,TORNILLOS FV,"W E/16"" P/SUJETAR VOLANTE","359,47",,,"226,47","226,47",,"0,00"
0103/39.20-D5,A06 FV,TORNILLOS FV,PRISIONERO DIN 916 M5X6,"1970,65",,,"1241,51","1.241,51",,"0,00"
0103/42.32.0-B8,A06 FV,TORNILLOS FV,P/VOLANTE C/ARANDELA W 5/32,"9835,27",,,"6196,22","6.196,22",,"0,00"
0103/42.32-D10,A06 FV,TORNILLOS FV,P/VOLANTE S/ARANDELA W 5/32,"800,32",,,"504,20","504,20",,"0,00"
0103/59.32-D-N,A06 FV,TORNILLOS FV,W 5/32 NIQUELADO P/ 0103/59,"1490,78",,,"939,19","939,19",,"0,00"
0103/87.32-D,A06 FV,TORNILLOS FV,TORNILLO 5/32 P/VOLANTES,"1049,98",,,"661,49","661,49",,"0,00"
0106/92.24-D-CR,A06 FV,TORNILLOS FV,GOTA DE SEBO W 3/16 P/CABEZAL,"3375,35",,,"2126,47","2.126,47",,"0,00"
0115/85.7-D-CR,A06 FV,TORNILLOS FV,AVELLANANADO TAPA 0216-0218,"2375,53",,,"1496,58","1.496,58",,"0,00"
0119.24-D10-N,A06 FV,TORNILLOS FV,GOTA DE SEBO W 3/16,"1179,86",,,"743,31","743,31",,"0,00"
0120.3-D-CR,A06 FV,TORNILLOS FV,1/4 W P/TAPA LLUVIA 0120/57 CR,"5548,75",,,"3495,71","3.495,71",,"0,00"
0120.3-D-OR,A06 FV,TORNILLOS FV,1/4 W P/TAPA LLUVIA 0120/57 OR,"5548,75",,,"3495,71","3.495,71",,"0,00"
0160.6-D5-N,A06 FV,TORNILLOS FV,PRISIONERO P/BASE DE ACC.,"1179,86",,,"743,31","743,31",,"0,00"
0182/92.5.R,A06 FV,TORNILLOS FV,"M5 X 0,8 P/JUEGO LAV. L.92","7094,95",,,"4469,82","4.469,82",,"0,00"
0189/87.8.0-D-C,A06 FV,TORNILLOS FV,P/FIJACION TRANSF C/ORING 0189,"8832,32",,,"5564,36","5.564,36",,"0,00"
0201/87.32-D,A06 FV,TORNILLOS FV,5/32 P/VOLANTE,"739,03",,,"465,59","465,59",,"0,00"
0204/42.6-D,A06 FV,TORNILLOS FV,PRISIONERO P/PICO BAR 0212/42,"800,32",,,"504,20","504,20",,"0,00"
0207/49.32-D-N,A06 FV,TORNILLOS FV,W 5/32 P/VOLANTE L. 49 Y 49L,"1611,66",,,"1015,35","1.015,35",,"0,00"
0207/59.32-D-N,A06 FV,TORNILLOS FV,W 5/32 NIQUELADO P/ 0207/59,"1720,93",,,"1084,19","1.084,19",,"0,00"
0210.15-D,A06 FV,TORNILLOS FV,"PRISIONERO M8 X1,25 P/HIDRO","6697,97",,,"4219,72","4.219,72",,"0,00"
0216/85.7-D-CR,A06 FV,TORNILLOS FV,P/TAPA CONJUNTO DEC. 85 Y 85L,"2178,66",,,"1372,56","1.372,56",,"0,00"
0246.16A-D10-CR,A06 FV,TORNILLOS FV,P/SOPAPA UNIV 0246.01 Y .06,"2970,5",,,"1871,42","1.871,42",,"0,00"
0367.15.0-B,A06 FV,TORNILLOS FV,Y ESPARRAGOS P/0368.01,"40925,32",,,"25782,95","25.782,95",,"0,00"
0367.15.0-D-BL,A06 FV,TORNILLOS FV,Y ESPARRAGOS CONJ.5 BLANCO,"74567,24",,,"46977,36","46.977,36",,"0,00"
0367.15.0-D-OR,A06 FV,TORNILLOS FV,Y ESPARRAGOS CONJ.5 ORO,"79426,54",,,"50038,72","50.038,72",,"0,00"
0406.10-D-N,A06 FV,TORNILLOS FV,RETEN P/PICO COCINA ART. 0402,"4416,96",,,"2782,68","2.782,68",,"0,00"
0406.13.R,A06 FV,TORNILLOS FV,PRISIONERO DIN 916 M5,"2579,31",,,"1624,97","1.624,97",,"0,00"
0411.01.12-D,A06 FV,TORNILLOS FV,"M4 X 0,7 P/MANIJA SWING","618,18",,,"389,45","389,45",,"0,00"
0415.16-D,A06 FV,TORNILLOS FV,TENSOR P/JUEGO SWING PLUS,"692,09",,,"436,02","436,02",,"0,00"
0801.5B-D5-N,A06 FV,TORNILLOS FV,W 1/4 P/MANIJA LLAVE DE GAS,"488,31",,,"307,64","307,64",,"0,00"
F-V901224-D10,A06 FV,TORNILLOS FV,PRISIONERO M4 X4 P/L.33 Y 64,"1857,14",,,"1170,00","1.170,00",,"0,00"
0411.18-D-BL,A06 FV,TRABA FV,P/JUEGO COCINA MESADA UNIMIX,"6465,17",,,"4073,06","4.073,06",,"0,00"
0106.10.0-D,A06 FV,TRANSFERENCIAS FV,COMPLETA PLAST UNIMIX Y THERMO,84128,,,"53000,64","53.000,64",,"0,00"
0106/92.3.0-D-C,A06 FV,TRANSFERENCIAS FV,COMPLETA P/JUEGO EMBUTIR L.92,"25679,08",,,"16177,82","16.177,82",,"0,00"
0106/94.3.0-D-C,A06 FV,TRANSFERENCIAS FV,C/PROLONGADOR P/JUEGOS 0106,"48066,19",,,"30281,70","30.281,70",,"0,00"
0106/B1.5.0-D-C,A06 FV,TRANSFERENCIAS FV,ARMADA P/JUEGOS 0106/B1-B3-B4,"36867,9",,,"23226,78","23.226,78",,"0,00"
0112/15.2.0A-D-,A06 FV,TRANSFERENCIAS FV,COMPLETA P/DUCHA EXT Y EMB,"16664,69",,,"10498,75","10.498,75",,"0,00"
0119.33.0-D-CR,A06 FV,TRANSFERENCIAS FV,COMPLETA DUCHAMATIC,"17814,45",,,"11223,10","11.223,10",,"0,00"
0119/44.10.0-D-,A06 FV,TRANSFERENCIAS FV,P/DUCHA MANUAL HIDROMASAJE,"69480,4",,,"43772,65","43.772,65",,"0,00"
0189/39.5.0-D-C,A06 FV,TRANSFERENCIAS FV,COMPLETA P/BIDE MONO. L.39,"64909,34",,,"40892,88","40.892,88",,"0,00"
0189/46.5.0-D-C,A06 FV,TRANSFERENCIAS FV,P/MONOCOMANDO BIDE L.46,"22994,21",,,"14486,35","14.486,35",,"0,00"
0189/85N.5.0-D,A06 FV,TRANSFERENCIAS FV,DE BIDE L.85N DOMINIC NEW,"67264,28",,,"42376,50","42.376,50",,"0,00"
0189/87.5.0-D-C,A06 FV,TRANSFERENCIAS FV,DE BIDE L.87 TEMPLE,"67264,28",,,"42376,50","42.376,50",,"0,00"
0189/92.5.0-D,A06 FV,TRANSFERENCIAS FV,DE BIDE MONO L.92-93-94-B1-B3,"38625,8",,,"24334,25","24.334,25",,"0,00"
0189/D8.5.0-D-C,A06 FV,TRANSFERENCIAS FV,DE BIDE MONO L.L2 Y D8,"40237,48",,,"25349,61","25.349,61",,"0,00"
0189/D8.5.0-D-N,A06 FV,TRANSFERENCIAS FV,DE BIDE MONO L.L2 Y D8 NEGRO,"50297,11",,,"31687,18","31.687,18",,"0,00"
0213/85.11.0-D-,A06 FV,TRANSFERENCIAS FV,P/DUCHA MANUAL HIDRO L.85 85L,"91093,1",,,"57388,65","57.388,65",,"0,00"
0310/39.5.0-D-C,A06 FV,TRANSFERENCIAS FV,ARMADA PARA 0310/39,"32055,57",,,"20195,01","20.195,01",,"0,00"
0310/B1.5.0-D-C,A06 FV,TRANSFERENCIAS FV,ARMADA PARA 0310/B1,"25028,72",,,"15768,09","15.768,09",,"0,00"
0310/B5.5.0-D-C,A06 FV,TRANSFERENCIAS FV,ARMADA PARA 0310/B5,"38755,13",,,"24415,73","24.415,73",,"0,00"
0310/M4.5.0-DCR,A06 FV,TRANSFERENCIAS FV,TRANSF.ARMADA P/ART310 COMP CR,"10882,09",,,"6855,72","6.855,72",,"0,00"
0261-D10-19-20,A06 FV,TRENZADOS ACERO INOX.,"FLEXIBLE 3/4"" M. GIRAT 20CM","18142,22",,,"11429,60","11.429,60",,"0,00"
0261-D10-19-25,A06 FV,TRENZADOS ACERO INOX.,"FLEXIBLE 3/4"" M. GIRAT 25CM","19281,07",,,"12147,07","12.147,07",,"0,00"
0261-D10-19-30,A06 FV,TRENZADOS ACERO INOX.,"FLEXIBLE 3/4"" M. GIRAT 30CM","20808,84",,,"13109,57","13.109,57",,"0,00"
0261-D10-19-35,A06 FV,TRENZADOS ACERO INOX.,"FLEXIBLE 3/4"" M. GIRAT 35CM","21583,91",,,"13597,86","13.597,86",,"0,00"
0261-D10-19-40,A06 FV,TRENZADOS ACERO INOX.,"FLEXIBLE 3/4"" M. GIRAT 40CM","23623,55",,,"14882,84","14.882,84",,"0,00"
0261-D20-13-20,A06 FV,TRENZADOS ACERO INOX.,"FLEXIBLE 1/2"" M. GIRAT 20CM","10250,03",,,"6457,52","6.457,52",,"0,00"
0261-D20-13-25,A06 FV,TRENZADOS ACERO INOX.,"FLEXIBLE 1/2"" M. GIRAT 25CM","10719,87",,,"6753,52","6.753,52",,"0,00"
0261-D20-13-30,A06 FV,TRENZADOS ACERO INOX.,"FLEXIBLE 1/2"" M. GIRAT 30CM","11027,08",,,"6947,06","6.947,06",,"0,00"
